sample_accession,A0A075B6H9,A0A075B6I0,A0A075B6I9,A0A075B6K4,A0A0B4J1U7,A0A0B4J1V0,A0A0B4J1V2,A0A0C4DH27,A0A0U1RRE5,A0A0U1RRL7,A0A1B0GTU1,A0A3B3IS91,A0AV96,A0AVF1,A0AVT1,A0FGR8,A0M8Q6,A0MZ66,A0PJW8,A1A5D9,A1KZ92,A1L020,A1L0T0,A1L170,A1L390,A1X283,A1Z1Q3,A2A288,A2A2Y4,A2PYH4,A2RRP1,A2RTX5,A2RTY3,A2RU67,A2RUC4,A2RUS2,A2VDF0,A2VDJ0,A3KMH1,A3KN83,A4D0S4,A4D161,A4D1E9,A4D1P6,A4D1S0,A4D1S5,A4D2P6,A4FU49,A5D8V6,A5YKK6,A6NC98,A6NCS6,A6ND36,A6NDB9,A6NDG6,A6NDU8,A6NE01,A6NE02,A6NED2,A6NEL2,A6NFI3,A6NGN9,A6NHL2,A6NHQ2,A6NHR9,A6NHT5,A6NI56,A6NIH7,A6NJ78,A6NK58,A6NKC9,A6NKD9,A6NKF1,A6NKG5,A6NNB3,A6QL63,A6ZKI3,A7KAX9,A7MBM2,A8K2U0,A8K7I4,A8MT69,A8MTJ3,A8MVW0,A8MW92,A8MWV9,A8MXV4,A8MYA2,A8MYZ6,B0I1T2,B0YJ81,B1AK53,B1ANS9,B2RUZ4,B7Z8K6,B7ZAP0,C9J069,C9JI98,C9JLW8,CONTAMINANT_A2A4G1
PXD030304-Sample-1672,,,,,,,5.831397948340893,,,5.959780562898811,,,,,5.650533495715442,6.391293831283695,,,,,,,6.440572255405865,,4.877139500436983,5.5455817680448325,,,,,5.762486292151037,,5.05106770788134,,,,,,5.457448711702422,,,,5.8702240316549394,,5.319322819885679,,,5.0582322341583055,5.6771384720829845,5.26265644417723,,,,,,,4.95594029426117,,,5.066778426540908,,,5.22601290389709,5.421401294215656,5.980675377127241,,5.548026798237536,5.825949781507795,5.187712709482191,,,,,,,,5.650745482813049,4.6448455198182925,,,,,,5.119037398403715,,,6.42905911748746,,,4.826168454289044,5.664767588139108,,,,,5.354859352834371,,,5.732654365030455,
PXD030304-Sample-1673,,,,,,,,,,,,,,,6.1033269035284,6.002085412998628,,5.755349263290383,,,,,6.375894335832277,,,5.602381645267894,,,,4.606717199855362,5.563267556778964,,,,,,,,5.3783049757868975,5.062853323051606,,,5.763992730375398,5.441883175679565,,,,5.084546587608519,6.007076936242219,5.750843627112915,,,,,6.094687615985491,5.322396420369912,4.954502226766445,,,5.3238302009256,4.990559226172243,,5.281209708488942,,6.131229216687132,,5.567222928564519,5.832590689277174,,,,,,,,,5.652488993943846,,,,,5.74170809609709,,,4.847233098285144,,,5.159172715032151,,,,,5.157269938545557,,,5.383229556385407,,,6.5117551229841535,5.18850137715312
PXD030304-Sample-1674,,,,,,,,,,5.951411660473482,,,5.843447834275866,5.025401341113818,6.064635416123011,6.198112530518124,,5.667850094830847,5.7231852571901545,,,5.266877785470263,6.3529547096931855,5.868403763274544,,6.127270585706405,,,,4.594478384330282,5.465166682461806,,,,,,,,5.967670908908116,,,5.458975017994426,5.44769553960187,,6.285843939849162,,,5.066850423261536,5.9998198672772345,5.781836861352188,,,4.929185415627811,,5.610962077825933,,4.967111544739168,,,5.054378798541531,5.269018391467072,,5.221014690129585,5.330298667290823,5.95445730909547,,5.40301786904897,5.519076149624086,5.665468125154385,,,5.625599283578604,,,,,5.645249901241075,4.567591028473652,,,,,,,,,6.362734810851954,5.133649143224826,,5.1365425120715225,5.956454766991421,,,,,5.349133248609381,5.3332398064126,,6.201895513030047,5.480685308226447
PXD030304-Sample-1675,,,,,,,,,,6.22220433978543,,,6.062298244648993,,6.038768044191357,6.215929798734967,,6.423946958565174,,,,5.22509842312084,6.248699207658053,,,6.009776674176092,,5.072458290491108,,4.597058799206751,5.389383093414098,5.233921928503458,5.030162359133663,,5.562792395385574,4.745031134750728,,,5.908999263912007,5.0224102950784015,,,5.621733998441639,5.541603180315725,,,,5.10099804018309,5.987965920519102,5.784438965142608,,5.742026402887381,,,5.902283724532394,,4.581957361053224,,5.557631822846838,4.999516835792486,,,5.183934218015052,5.6061468873618745,5.790363255120879,,5.469519044416684,5.963186523905815,5.464826760028007,,,,,,,5.31510579577969,5.64116063614958,,,,4.897660440542271,5.688450127839245,,,,,5.926810486086353,,,,,,4.792375096293247,,,5.326679391886909,4.855849056667909,,6.170244055395919,5.078079590439155
PXD030304-Sample-1676,,,,,,,,,,5.993029114935294,,,6.070901359543098,5.037395421954908,6.017796036152744,6.494883176077458,,6.326235368263551,,,,,6.209614262524678,,4.925308823575636,5.240111681143786,,,,4.661986116472386,5.457641456842929,,,5.206435977201413,5.310425783807978,,,,6.023315818620135,,,,5.671373375950719,5.303030907257753,,5.4333866902456585,,,6.029356099580017,4.993675105272221,4.691453833655039,,4.966979553429093,,5.812266528938456,,4.650317155322986,,,5.094548607688739,,,,5.372534078604165,5.803253953311734,,5.457438828137151,5.549318362348068,5.715721151844443,,,5.357552032921536,,,,,5.685576925672208,4.646441208553393,4.878082604288642,,4.966084080979399,,,5.145072097182683,4.8787677943908365,,6.30764921902441,,,4.879316049310132,,,,,,5.398119287755073,5.218469693079442,5.915499872352159,6.054290665819103,5.589355055722155
PXD030304-Sample-1677,,,,5.857423977388349,,,,,6.195439150936976,5.847960461848902,,,,,6.1920834389117,6.047177118171232,,5.920511807134404,,,,,6.147632744851826,,5.253465102347944,5.698215326978114,,,5.076363993488168,4.5061671596401,4.407035186471987,,4.9591782127630495,,5.503427832839972,4.664934569487997,,,5.393242552848903,5.128962231692139,,,5.910238376029347,,,,4.731756802040805,4.965877720065289,5.898672458463895,5.6928077838718405,,,5.156312178158461,,6.184294448996267,5.242008757613264,4.891157476096885,,,4.94136871214173,,,5.200304902867905,5.282129111720753,5.74000135403021,,5.293997102346457,5.911474010982279,5.566676388615639,,,5.219231869703817,,4.657976063736062,,,5.555986742748804,4.495386932878527,,4.694282481983861,,5.603688807128956,,,4.7430179364036364,,5.749322017877788,5.065692066291273,,4.724356008467181,5.851955913274811,,4.718433431582931,,,5.265981721086543,4.91123503736323,,6.470533473816325,
PXD030304-Sample-1678,,,,,,,,,,6.33933495148815,,,,,5.759616912970141,6.404893738274625,,5.724923425010082,,,,,6.224073489847126,,,5.134257169875509,,,5.284390686360887,5.147753836539192,5.261295021898303,,,5.218689918692727,5.337581671498746,4.828361026522495,,,5.286777286638878,,,,5.996933457443728,,,5.47230726731926,,5.123651577613142,5.731909816712404,5.434237095569296,,5.802574081353146,,,6.145709328255883,,4.654604498799471,,,5.077147206286731,,,5.27248544443843,5.466523301389696,5.818884704729797,,5.270562110237892,,5.239045470937573,,5.298744527733538,,,,,,5.696517715387416,4.70253644253883,,,4.999804721816506,,,,,,6.203610175753818,5.224898996302433,,4.905329864520357,,,4.869046350616249,,,5.41525491572712,4.995244849829519,,6.076024141671463,
PXD030304-Sample-1679,,,,6.00272494526581,,,,,,6.303349038298252,,,5.888445753331631,5.062503426284351,5.858515095595757,6.185639858826539,,5.875208508097985,,,,,6.224370460918607,5.932762006635028,,5.866819802542527,,,,4.95375137759123,5.472110321544545,,,,,,,,5.541258011026164,,,,5.988451000553513,5.331120300831828,,,,,6.047043803324897,5.441556858933863,,,,5.146107640167945,,,5.025778617342818,,,5.087115098189702,,,5.29142219623788,5.4024671103123865,5.700438605190105,,5.310023367803304,5.563536866408196,,,,,,,,,5.705504723637124,4.657227614204514,,,,,,,,,6.206206018893102,,,4.897758889842623,,,4.904614533097848,,,5.403997941908205,4.928917290237989,,6.255511202090483,5.5843395050438
PXD030304-Sample-168,,,,,,,,,,,,,,,5.471756032714292,6.175398291346639,,5.140319664760016,,5.8172795642911606,,,6.248373925449322,,5.365465105043307,5.635776140340314,,,,5.085557399413595,4.981442062265703,,5.215005346730382,,,,,,6.1388443306291,,,,5.318591607893541,5.142879180933669,,,,,6.075221028967408,5.597729013906238,,,5.097876297420451,,,,4.818187707839176,,,5.233089784655616,,,,,6.0610118536305375,,5.460374285122402,,5.359243595888901,,,,,,,,,4.743782920246453,,4.936549063493382,,,,,,,6.308441026439413,,,,,,,,,5.53715721098461,,6.343190576671475,,
PXD030304-Sample-1680,,,,,,,,,,5.974296608128564,4.953642551855679,,5.870333646488628,5.121052847870407,5.918039105107964,6.066376689615459,,6.219564637007972,,,,,6.324445314410764,5.908600872960323,5.19981728702351,5.997321912108096,,,,4.62550578064227,5.392058139680295,,,,,,,,5.339230345472076,,,,5.883979958691769,,,,,5.084035476188136,5.690999629669734,5.290070870449549,,,,,5.954637809744282,,4.972101426057951,,,5.075126312834173,,,5.260893265870336,,5.562808215758227,,5.446582240958374,,,5.580018013870796,,5.344724378458856,,,,4.902075493998845,5.679576244814323,4.924709029158698,,,,,,5.270899370545506,4.868226323491239,,6.188669140190431,,,,5.984443946055718,,4.878981113633585,6.115123232709639,,,4.978816003037676,,6.0563069623981445,5.731767352116829
PXD030304-Sample-1681,,,,,,,,,,6.279720911132492,,,,,5.301680963923864,6.121605810135695,,5.596201861355775,,,,,6.248703632342241,5.59397155783696,5.206451027387006,,,,,4.9476259119136285,5.721084081181687,,,,,,,,5.789993862696413,,,,5.898041503952328,,5.346780801536963,,,,5.726616457131355,5.340769669073138,,,4.981091011292985,,,,4.981115201658565,,,,,,5.231470223795413,5.519435646725911,6.026805920013997,,5.578387387415052,5.841476576161865,5.82403335194458,,,,,,,,,,,4.791040741868757,,,,5.131197498241548,5.36234160744711,,6.448692364555472,,,4.845237292160284,5.9725997529785,,5.14472864107963,,,5.414701840213775,5.281675155907669,,5.748055216165559,
PXD030304-Sample-1682,,,,,,,,,,,,,5.995333609306571,,5.16191610858813,6.344099610014208,,5.983444417229818,,,,,6.217619527627525,,4.940825855537062,,,,,4.955089450575041,4.863035441853494,,5.104820179559892,,5.344649033328735,,,,6.041006202957945,,,,5.9113485800124845,5.498986491778605,,,,,6.129721808796798,5.484884679573418,,,,,,,4.982510486021534,,,5.417411155359883,,,,5.419673095182896,5.829332958861897,5.394971298690246,5.53241338721238,5.584191694101248,,,,,,,,,5.696191449706931,4.655035221379339,,,4.977063469820338,6.071055546923171,,,,,6.107486803202251,5.188383522409247,,,,,,,,5.446179932418503,5.622541720701817,5.925946676284075,5.773244318747854,5.159159698067234
PXD030304-Sample-1683,,,,,,,,,,6.179576752216364,,,5.65331107776658,,5.867259177239532,6.353871552221243,,5.49299733075666,,5.068073863967895,,,6.350149832782558,,,4.883567774831269,,,,4.834754841524253,5.611598008544851,,,5.084336088962352,,,,,6.104193344890731,,4.552978828481472,,5.865540726352888,5.578986567043274,,,,,5.946929418938923,5.673914977007427,,,,,5.53071263481683,,4.928476105956444,,,4.99494262151458,5.199768130252586,,,5.436865834786785,6.10422671260196,,5.655686998125077,5.431208421513584,5.717586027767541,,,,,,,,,4.808777216553209,,,,,,,,,6.402681143625186,,,4.7571298752314375,,,,,,5.287422288031988,,5.781098271692368,5.929457371601527,5.04177000149539
PXD030304-Sample-1684,,,,,,,5.731841064927346,,,5.904681336078153,5.186346217441996,,5.984455405206487,4.968446630834136,5.964811321950355,6.153322621110648,,6.142253019275517,,5.590451488639224,,,6.126861290760269,,5.446605689894827,5.559575825182854,,,,4.554389900216875,5.551760346155814,,,5.128324723071936,5.537367765645334,,,,5.922394809229864,5.180937116179442,4.596613770011441,,5.902085762505681,5.394607932545452,,,,,5.945203103954113,5.7155142159307815,,5.704595051502153,,,6.1112179587929605,5.276480778760907,4.880829424457685,,,5.009330217183566,5.230581845811327,,5.16325119571495,5.324011185861144,6.053941995534039,,5.267899353423749,5.945240678226123,5.624892564669939,,,5.276461901261814,,4.715498208911298,,,5.60531361794338,4.534815656146452,,4.709511888403628,4.937465116012781,5.965951148450498,,,5.286441269632666,,6.1023529282778615,5.111629633124065,,4.783856881027643,,,4.790573315060977,,,5.340625164409307,,,6.149783963688629,5.439584975879537
PXD030304-Sample-1685,,,,,,,,,,5.954812339042659,,,6.1610003427029,5.049882015507245,5.715579971910918,6.350684203882786,,6.492485316850231,,5.476807227981067,,,6.48332624354368,,5.18669021688218,5.198177166246037,5.326623162448166,,,,5.603858189047909,,,,,,,,5.4474244685684345,,,,,4.970677005688075,,5.464868119914224,,5.06616935479759,5.840882915963994,5.693032506692023,,5.941560085362076,,5.400267948794981,5.789673780170234,,4.937099130224126,,,,5.27804894265768,,5.227760122034045,,5.951615213018794,,5.2436154554642,,,,,5.326749297146755,,4.764282256460665,,4.881351690065686,5.658651625722631,4.581354623148429,,5.920879837648153,,5.713522337198399,,,,,6.34234571973616,5.1802919824544045,,,5.657818503346838,,,,,5.40380235437737,,5.897546839195086,6.20037718997748,5.627621088686857
PXD030304-Sample-1686,,,,,,,,,5.916311352466416,,4.867904621484183,,,,6.102904225872983,6.310936209632921,,6.418391201080695,,,,6.110823806227288,5.878981865885644,5.481401351513755,,6.022029992227801,5.736292901044042,,,4.5660145745063785,4.4334966613048685,4.897569994209866,5.017924095807034,,5.224682140581267,,,,5.603964131507642,4.972546481055162,4.57748058446313,5.707577373143168,5.567111074599752,5.367279451923337,5.551348779931684,,,5.324973394002659,6.147236478662336,5.617624391453971,4.914472283754868,5.4017180988937,,,6.29226468534041,5.544594758662116,4.97120122158159,5.868107092598359,5.21169959812686,5.293721348755938,4.931633592812181,,5.199905381399002,5.933975248176933,6.23996905738429,,5.356979605816311,6.3070138110716805,,5.4759571535094524,,5.249757581891037,5.231991969865584,4.682188082139748,,5.291515914899896,5.5833656154558415,4.820984352112194,,,,5.949606969119896,,5.5217365717181215,5.503821478442165,,6.14216258635401,5.057359841852481,5.613480300289464,,,,4.761777258178069,,,5.598063871197852,4.84352716802634,,6.513622893514407,5.356587653719632
PXD030304-Sample-1687,,,,,,,,,,,,,6.14430510663578,5.014119753415808,6.002944057285964,6.412436010577935,,,,5.145196744911472,,5.823894268928306,6.241436476513156,5.554433146047782,5.343111813643338,5.658637241655794,,,,4.599481179206301,5.688043380959551,,,,,,,,5.825891830408539,4.73437928918016,,,6.003273251455109,,,5.377632429589945,,5.050369520422151,6.054308417131699,5.425264924784363,,,5.251616325315501,,5.786034000662566,,4.945962729760489,,,5.0353370166934734,,,5.191455812351336,5.426943446141099,6.200523913820436,5.309225032703465,5.440772450796371,,5.480809033263823,5.539806890470337,5.239278307930521,,,,,,5.637725614008567,4.56165807804075,,4.763951582618253,,5.69898026102011,,,,,,,,4.878142048518648,,,,6.369174153492559,,5.371431456254511,4.8841813651024735,5.877067002552767,6.001159789078535,5.484367883370497
PXD030304-Sample-1688,,,,,,,5.709329465639788,,6.203369195974261,6.183982537373408,,,6.034448851963175,5.000256735923853,6.096532085919732,6.393915106828019,,6.310266277452282,,5.077175361047933,4.576616491633988,,5.563107636645677,5.48945393080709,,5.929948721441125,,,,4.863417681697428,5.136706665104566,,,,5.232993642845622,,,,5.567451579974216,4.668516315882585,4.56237319997681,,5.787310179320312,5.492209519218174,,,,5.321202747893605,5.93535914566267,5.686426580997828,,,5.186279574685412,,6.198162183410121,,4.901117024210407,,,4.958812549573448,,,5.141141830284243,,5.691180223986786,,5.391188458852575,5.920371526359479,,,,,,4.683562795472314,,,5.573801583894937,4.541325498622261,,,,5.939340805551182,,,4.768787023775241,,5.7695040098230415,,,4.837613712220712,,5.057155105382077,5.0685056439531335,6.311605929085847,,5.591043185947429,5.198320007843361,5.786764473335132,6.3444140172254535,5.428018643527754
PXD030304-Sample-1689,,,,,,,,,6.032417446963612,,,,,,6.054174181428527,5.767724474454316,,6.030767499391354,5.714563422243287,,,5.696548208088522,5.877017872918345,,,6.073604493581521,5.33044833596199,5.087469259576148,,4.60638420816583,4.821364799865533,,5.091896031779134,5.680048454349298,,,,,5.381188905452266,5.242127425677414,,5.457975084054175,5.947655791836904,5.271425662868517,5.328059084662104,,,5.124594695578494,5.687812828482115,5.8175897914828205,,,4.937829544617645,,6.102785149394159,,4.667045740778455,,,5.350304534854938,4.978575931571457,,5.272720290433438,5.36584112101686,5.905001306520753,5.356041343706304,5.217405337754562,,5.207143916775507,,,5.3278807920248585,,4.765212789512036,,,5.708784183909253,4.642184124157474,4.812620823277593,,4.937226938362734,5.713892128430087,,,,,6.144532403198243,5.156035789584393,,,,,,,,5.3701675140105785,,,6.44230972952887,
PXD030304-Sample-169,,,,,,5.684517344432549,,,5.928050670319866,,,,,4.9858136767816745,6.120635420286822,6.238117921398777,,5.992261913783359,5.697258894683936,,,,6.382055799894783,5.522844503598948,5.558162194920776,5.170716353217838,,,,4.596078817565479,5.486940139768695,,5.0353823397408615,,,,,,5.612963888537617,,,,5.447481060368877,5.236298036145606,,,,5.334984796324968,5.988317497532427,5.628809589896547,5.482070479651576,,,5.905880895981815,5.574914925344393,,4.929873174720504,,5.241040340232236,5.014923700372721,4.939021909289853,,5.180816603132239,,6.032945809952446,5.294490985320505,5.485490678554245,5.782644172682761,5.638533395780644,,,5.590063141869438,,4.733791696841855,,4.841645371777256,5.623216319569497,4.857888377007916,,,,5.992576228137544,,,,,6.120420656186618,,,,,,,6.351847600360399,,5.333696921317986,5.408536471690952,5.861477515498758,6.167908353890864,5.563841449580524
PXD030304-Sample-1690,,,,5.886349247910096,,,,,,5.889785951233522,4.863160296705775,,6.028956515524493,4.946171670569048,5.890293098733882,6.277533575422936,,6.263723135064916,,,,5.167991023720145,6.223251222698487,,4.813033751926442,5.528981707971907,,,,5.036337272720712,5.449258578629984,,,,,4.709225534961933,,,5.995166980435535,,,,5.9488136906284,4.895479629699111,,,,4.994155505833092,5.9639010510893815,5.675084645735233,,,,,6.254815719700602,,4.873851062597057,,,5.28401899122821,,,5.1330369175194175,,5.980511395886402,5.293470129925913,5.456005621133267,5.447353506822878,5.425985587085211,,,,,,,,5.5824447142904905,4.536950591056149,,,4.873211419767201,5.941278014383626,,5.055743409082779,,,6.328681927480984,,,5.075880136543415,,,5.056926863424651,,,5.304699937216422,,,5.65104853526172,5.404215220944669
PXD030304-Sample-1691,,5.797972836173743,,,,,,,6.11572473331189,6.097839483909398,4.780819462840247,,6.011603363565538,4.846089558711874,6.1084438240287,6.017406612931459,,6.249141574451573,,5.008031503378839,,,6.23497251700613,5.405124372751787,5.036521382163739,5.035630880395588,,4.908607244503805,,4.767845515448241,5.379546126982632,,,,,4.620018086996412,,,6.029495287571484,5.383916634184097,,,5.922760990638204,4.811359344079055,,,,4.916513905804385,5.8479935292177005,5.7864293143368455,,,4.785978157202808,,6.121347456272397,,4.850600935867654,,,5.17303548329231,4.8171941138183945,,5.091513474295667,5.235737016890123,5.617857153388008,,5.272605866264126,6.2162693472169686,5.52758980562022,,,,,,,,,4.751887592298177,,,5.867601415191781,5.551157721909823,,,4.700885294905318,,6.177395226695371,,,4.99091525465151,,,4.995599968774538,,,5.20156737030012,4.744809292592548,6.019872975655167,5.858380706096391,5.294989797251132
PXD030304-Sample-1692,,,,,,,,,5.943279224490898,5.879839821645631,4.885006055447012,,6.031409269505028,,6.165206449984178,6.215941611249176,,6.260384258006191,,5.084882383715241,,5.859992117490605,6.18129814079207,,5.115165704020297,5.73849723990481,5.26838367052015,,,4.859474194426055,5.225396575050439,4.897817743517431,4.976539541046263,,5.218667117902445,,,,5.648056410316837,5.0062255183956825,,5.370657779800147,5.802781955836612,5.204982556492915,,,,4.992724703967207,6.166329106464488,5.720187451395477,4.624289323231308,5.706110640223051,,5.039137444806997,5.7289118746415575,5.252443625504667,4.941395421315075,,,5.295492875928426,4.900710669996037,,5.188784312382538,5.950414438850969,6.183837761235581,,5.442307748780095,6.065792548849954,5.442118730364488,5.482533847666192,,,5.248745322252053,4.997156338587965,,,5.579695813419913,4.828334302682018,,,,5.962556305864228,5.237225705048194,5.341034327691381,5.556217558978944,,6.33286701900192,6.019098529917125,,,,5.366655115245778,5.079580737367735,,,5.314659024546354,5.227727039037293,,6.435537158612661,
PXD030304-Sample-1693,,,,5.929868201455684,,,,,6.284100228825414,5.93268022776718,,,6.02551546642369,4.998613508478637,6.0616818833886,6.2691665913442645,,6.108486950228432,,,,,6.327298681307606,,5.1569450188643895,5.145129779590863,,,,5.065254663756046,5.098034849583857,,5.049288835156106,5.455175171891087,5.570386959175412,,,,5.77222677002972,,,,5.994772999605611,5.55111991487141,5.301137318072598,,,5.058949478120163,5.675695257064339,5.725203704774761,,,,5.849548104741893,5.609593188508451,,4.934548390934793,,,5.03245840548331,,,5.181148221686153,5.309150940077558,5.966935675270385,,5.197055924718803,5.981747287361066,,,,5.603675760624291,5.282328680017734,,,,5.633207046640759,4.607250750729705,5.090237881263312,,,5.691453557079642,,,,,5.949879633481947,5.12430524610162,,4.816095902934634,,5.119513734688211,4.8537494182427245,,,5.345018796239321,5.189355597679848,6.341705279042582,6.491796069503048,5.446516222199763
PXD030304-Sample-1694,,5.9575452342913096,,,,,,,,,5.245734884779164,,,,5.816638543142059,5.964815342460657,,5.940304276461422,,,,5.218925072583199,5.954082152256108,,,5.587796974982139,,,,4.91122137233837,5.1219742683763965,,,,5.281893632238792,,,,5.317212937697938,4.753451595304617,4.65216478994846,,5.468294533602626,5.275500504013755,,,,,5.735946162280577,5.638826200809522,,5.445160243186269,,,6.285042197786681,,4.980094093836659,,,5.057556556965984,4.981851765759844,,5.282087356916392,5.638485177972381,5.891514842211673,,5.455200893330691,6.38251404514459,,5.560855493699861,,5.630105225635379,5.306737629302856,5.098864606108217,,,5.657166113209476,4.895625515561843,,,4.936329722568483,6.0335438411806335,,,5.338673774874788,,5.673695280409147,5.150453095905929,,4.847732804805739,,,4.827422523865969,,,5.393935315064264,5.420954276388033,,6.328228673479813,5.419327562913005
PXD030304-Sample-1695,,,,,,,,,,5.922140114699206,,,,,5.780452679345209,6.075187468302589,,5.5483125660372,,,,5.796851942366605,6.363197984300559,,4.860352051433029,5.690093956847116,5.294312693666949,,,4.621301031967111,5.643163628233957,,,5.635040101869546,5.247900922558115,,,,6.018803573729056,,4.630862757477996,,6.047323403220707,,5.29544898020422,5.368633356312345,,,5.971324657766737,5.460614788135872,,5.411954549275657,,5.076688253168901,5.990125615478356,,4.906229663850244,,,5.017579615328603,,,5.199006014351039,6.016469154172167,6.26940880196729,5.324086320918556,5.712433701205226,5.490633616730351,5.660016473041533,5.834065862347499,,,,,,,5.623784561891339,4.857341592056564,,,,5.717198935656457,,5.693046334792935,,,6.261840960202463,,,,,,5.119108601854544,,,5.360656059918494,5.315594355020136,,6.175471389160709,
PXD030304-Sample-1696,,,,,,,,,6.18518533520699,,4.833695287140215,,,,6.1653728221382575,5.702543651201916,,5.164095146067501,,,,5.712483886545259,6.41162381151357,,,5.750453322465344,5.704568388729369,,,4.515896388649656,,5.155392185429774,4.952067533241507,5.553537803159941,5.162926215967985,,,,5.678376978357987,5.343642233834892,,,5.751780690983879,5.558279289849604,5.690226755336635,,,4.985551333792603,5.890132486148884,5.816136563187458,4.543211904313282,,,4.987284636984105,6.438788641643438,5.515807220010092,4.823417229351708,5.914928990331728,5.484608102221559,5.221959326333236,4.861095917554476,,5.399199400134505,5.502493655363265,6.1288638972844325,5.214009761170278,5.027631188626976,6.263817920432162,5.380427422213381,,,5.822108546189408,5.499502003449521,,,,5.554793153256252,,5.008235340375799,,,5.908616162405501,,5.009300593652182,5.355522848751,,6.035715620790958,5.027751919732862,,4.728794977155372,,,,,,5.249632719101823,,,6.4738244653890655,
PXD030304-Sample-1697,,,,,,,,,5.886669299019554,,,,5.9670894551514975,,6.073326142091044,5.618530382293068,,6.325832444182946,,,,6.123649872473102,5.576721460330362,5.498843116710148,5.11899515163568,5.54702768903762,5.75412531200682,5.024351303618191,,4.53562171094717,5.664080863738207,4.910663445697558,5.003037742982729,5.1048307133755975,5.251369549479717,4.715817658487226,,,5.813708070991998,,,5.371844348760769,5.116421903742929,5.201748393967446,,,,5.032799265377703,6.102895861758443,5.658186079974593,,,,,6.155373795861066,5.284262299477595,4.889356158234557,,,5.3232239813732125,4.911439941550664,,5.201770402025571,5.242132147399224,5.929580584128912,5.9217651048309765,5.314758142755525,6.157901026406087,,,5.1865343029707525,5.740757964602285,5.538709045347819,,,,5.582158295885641,4.840111199137173,,,,5.639842408944526,,5.045071271165473,,,6.210339766910828,5.073441910706518,,,,5.707371080193645,5.065096542206282,,,5.602996625019655,4.80976568295976,,6.459794031038449,5.044150838338411
PXD030304-Sample-1698,,,,,,,,,5.90027044098345,6.221660039418605,4.8785900225026495,,,4.957211690254211,5.844184578312975,6.13374763295133,,5.970566245437922,5.693436399501228,,,,6.270551872142843,5.828978908915503,5.321943750085293,5.661210150060202,,,,4.574356489919076,5.325400066213149,,,,5.226536611475065,,,,5.639537416714531,,,,5.58951899916229,4.923986121259758,,,4.788921072440668,,5.618508640361863,5.390011943357242,,,4.897278336888125,,5.744547978697323,,4.920389363828313,,,5.038230084578544,4.922161707565306,,5.184174824603935,5.283759551561153,5.935933386024437,,5.585043049958716,,5.621726454466463,,,,,,,,5.610647644680376,4.568604280081432,4.753689626152546,,4.892069598123426,5.978724067042177,,,,,6.106285247947609,5.10309866383963,,4.783299385481143,5.611430038674376,,4.813364316078959,,,5.31593252055239,5.550697238957062,5.837847301869979,6.275819382757398,5.392322651325653
PXD030304-Sample-1699,,,,,,,,,6.239044557656758,,4.854306223053585,,,,6.20832131550257,5.838801051632109,,6.491109493673557,,,4.566187817697242,6.009592021904477,5.9933222718386805,,4.8231854705928034,5.112921117840553,,,,5.01026641530637,5.276440477273908,,5.046011185377124,5.58241126570635,5.217154336644049,,,,5.055685797778208,5.27565273702862,,5.708357068761311,5.681254895946427,5.495689880738865,,,,5.388436883724165,5.941641502374567,5.717448337836459,,,,,6.1461778310006645,5.7300839365168414,4.891512932868697,5.627963570013182,,,5.207808154376414,,5.22536442917052,5.702252093389788,6.0200940385609005,5.740255174636854,5.302354953351977,6.305672219345018,,5.782775532495943,,5.235018623003128,5.534930855263808,,,5.264680864423287,5.890279315495821,4.490624891370098,4.7652620807441854,,4.883164295248904,5.946693813578486,,5.512599021121299,5.263663372871122,,5.97759441417471,,5.298794227873604,,,5.061055154514191,,,,5.296556359364389,,,6.516200546324984,5.041858123754848
PXD030304-Sample-17,,,,,,,,,,6.153865800086424,5.306135755822174,,,,5.604632678865769,6.198976142437875,,6.302102604184902,,,,5.428042293118426,6.405781125612554,,5.249473912354234,5.8840948488896965,,,5.08594158812804,4.514473668086819,5.191397412909722,,,5.378519264525395,5.17990089284708,4.661314210378791,,,6.059130847530172,,,,5.9100801657901725,5.725408820743716,,5.296646905413007,,4.9647245183154,5.984467919541869,5.377998732135995,,,,,5.990748948063383,,4.844386486147801,,,,5.170646005741281,,,5.2502459052737285,5.998671217364572,,5.651499600508482,5.412531833444881,5.6998834273177685,,,,,,,,5.5503882982362445,4.553910179230746,,4.675529959888235,5.173340754637166,,,,4.740876579514037,,6.101111984571446,5.0647902147036925,,,5.572822878125805,,4.749100064973282,5.978014067204781,,5.274060673839025,,,6.386149290648806,
PXD030304-Sample-170,,,,,,,,,,,,,,4.994246314664524,6.099571296362047,6.15184482499485,,6.158656082397502,,,,,6.172938745293927,,4.879577375710873,5.857770608529202,,,5.178559529000823,4.608373242988284,5.293178545289002,,,,,4.760320951325052,,,5.994517759574013,4.7615183532664025,,5.45682978759051,5.464982656912813,5.266018003044022,,,,,5.690348621866001,5.772250130296056,4.647924283912165,,5.2625205167487445,,6.090155770028135,,4.940877690938744,,,5.034387986471998,,,5.517192771486849,,6.038725856292459,5.632107396457981,5.26869347979732,5.5174990427007415,5.189286434886515,,,5.925402090441397,5.296738321206432,,,,5.656834019940402,4.887734807888022,,,,,,5.410093763825248,,,5.9557658699144325,5.440687929585196,,4.887372272343783,,,,,,5.35607191477595,4.864528890299121,,6.323743885154181,5.414977816508981
