sample_accession,A0A075B6H9,A0A075B6I0,A0A075B6I9,A0A075B6K4,A0A0B4J1U7,A0A0B4J1V0,A0A0B4J1V2,A0A0C4DH27,A0A0U1RRE5,A0A0U1RRL7,A0A1B0GTU1,A0A3B3IS91,A0AV96,A0AVF1,A0AVT1,A0FGR8,A0M8Q6,A0MZ66,A0PJW8,A1A5D9,A1KZ92,A1L020,A1L0T0,A1L170,A1L390,A1X283,A1Z1Q3,A2A288,A2A2Y4,A2PYH4,A2RRP1,A2RTX5,A2RTY3,A2RU67,A2RUC4,A2RUS2,A2VDF0,A2VDJ0,A3KMH1,A3KN83,A4D0S4,A4D161,A4D1E9,A4D1P6,A4D1S0,A4D1S5,A4D2P6,A4FU49,A5D8V6,A5YKK6,A6NC98,A6NCS6,A6ND36,A6NDB9,A6NDG6,A6NDU8,A6NE01,A6NE02,A6NED2,A6NEL2,A6NFI3,A6NGN9,A6NHL2,A6NHQ2,A6NHR9,A6NHT5,A6NI56,A6NIH7,A6NJ78,A6NK58,A6NKC9,A6NKD9,A6NKF1,A6NKG5,A6NNB3,A6QL63,A6ZKI3,A7KAX9,A7MBM2,A8K2U0,A8K7I4,A8MT69,A8MTJ3,A8MVW0,A8MW92,A8MWV9,A8MXV4,A8MYA2,A8MYZ6,B0I1T2,B0YJ81,B1AK53,B1ANS9,B2RUZ4,B7Z8K6,B7ZAP0,C9J069,C9JI98,C9JLW8,CONTAMINANT_A2A4G1
PXD030304-Sample-1454,,,,,,,,,,6.059455769989815,,,5.348606226642673,5.105112560635956,5.6839576887789,6.309374280775478,,5.559512167591508,,,,,6.397301333552136,,5.463189901379882,5.185492094891488,,,,4.710667710084908,4.6281545821741,,,,,,,,6.177262076847168,,,,5.751954784461553,,,,,,5.855797563572978,5.431556972644026,,,,,,,5.0472205395172445,,,5.118890370967565,5.383524250556266,,,5.416786039485576,6.026677461465718,,5.382069316327691,,5.602670150800796,,,,,,,,5.757682915523356,4.716668152644274,,4.953032814759246,,,,,,,6.168754862955845,,5.481189494134528,4.931438217274781,,,4.923266471806149,,,5.489030008617606,,6.004395862799607,6.425921640358428,5.531145446229206
PXD030304-Sample-1455,,,,,,,,,,6.3411930419985865,,,6.175762749909204,5.093667292748158,5.486720723069291,6.37223141719422,,6.141219441905428,,,,5.490703078784253,6.415054493431889,5.636881487418032,,5.155185225172508,,,,4.681901246534878,5.201293832127812,,,,5.361976811558238,4.879202415538695,,,5.872928027785389,,,,,,,5.472042965731236,,,6.117363272537081,5.158333010566759,,,,,5.68242480674931,,4.754819624898822,,,5.147898552481654,5.050695493583688,,,5.42887591026902,5.7665314315490175,5.402877617983537,5.615420336682128,,5.889800494559947,,,,,,,,,4.689556622710852,,,5.039245459696527,,,,,,6.144473211756338,,,4.9074410136395645,5.759560328115921,,4.90046047647981,,,5.4505240159069865,,,5.794020380321591,5.49946668313404
PXD030304-Sample-1456,,,,,,,,,,5.868409989547521,4.858775269404583,,,,6.0819787126699225,6.046015468130704,,6.04162808304195,,,,5.437691745378244,6.0029973624370605,,,5.668429988348195,,,5.119804651123999,4.82571534767263,5.393296598060361,,,5.088942225137675,5.517020627987439,4.722318337734703,,4.63264176377086,5.149906882772991,5.146231106807678,,,5.933904466193995,5.371489171691255,5.238091002694945,,,5.283954286598693,5.75362383387078,5.709498552334419,,,,,5.928838097721163,,4.541652662768122,,,4.939781265658698,,,5.157395527266856,5.350580480240109,6.094405157686932,,5.392970540600291,6.138642024617379,5.406901378450292,,,5.241615934318557,,4.677992981374423,,,5.871055508678457,4.533816624189478,,,,5.951357911095444,,5.321520503112762,4.774585890413902,,6.133028986371276,5.052444718936682,,,,,4.740814327631788,,,5.265504184281525,,,6.423335505338246,5.020300215944117
PXD030304-Sample-1457,,,,,,,,,5.964829952643675,,4.865441389285909,,,,6.171371815054144,5.85285388853187,,,,,,5.960889818085101,6.426304337253379,,,5.9302823684303965,5.26903488732782,,,4.84857797797812,5.14827815372306,4.894853133887545,5.008450523571466,,5.240615555171355,,,,5.548909233400369,4.695120483068686,4.570693838007752,5.679738068959437,5.398169468480619,5.611412997159885,,,,5.008232124414473,5.987227930191137,5.919305047136991,4.597523582900577,5.375324423126421,,,6.05668002482664,5.257659440091407,4.947100944574181,,,4.95765840948229,,5.677999403375075,5.501672108288085,6.140547502850485,6.125508806790041,5.299215926232006,5.442094195995511,6.068256271422619,5.124594844135024,,,5.2551311469088775,5.246027951949267,,,,5.610392872763245,4.564443557509045,,,,5.640196052024494,,5.659225436629413,5.2894925568009015,,,,,,,,4.770518425185321,,,5.309129193306943,,,6.521589369531828,
PXD030304-Sample-1458,,,,,,,,,5.927137114107742,,4.877783754080429,,,,6.15180457327495,5.81031726292934,,,,,,5.959150871006103,6.094880324476104,,,5.564577788127978,5.268667702394734,,,4.550911079462833,5.413792878855428,5.207922244114082,,,5.255666097247538,4.73346033251767,,,5.820512594644303,5.296818559668714,,,5.710853455231472,5.403580942577063,,,,5.013519515856817,5.942800976458,5.913578051251377,,,,,6.270794162359442,5.5758314474682775,4.589586384252063,,5.220000655169929,4.986412576444617,5.223740355095096,5.363216741989242,5.498407500485461,6.041058410821819,6.210477934960286,,5.21579508844579,6.16932579924132,5.14290222343391,5.5066701227588695,,5.750250457442457,5.549159650969033,5.312859332569591,,,5.613485374788975,4.557990941055272,4.749428305201282,,,5.676574582298397,,5.535074370780799,5.108323025317455,,5.314287357830188,,,,,,5.080888197301631,,,5.298779471299793,4.872755459772284,,6.525294657328332,5.051958592430789
PXD030304-Sample-1459,,,,,,,,,5.958463920151179,,,,,,5.955806057963458,5.928610056304744,,,,,,6.10436616653719,6.227918981902665,,,5.915169647552099,,,,5.063026174126012,5.394853157265359,,,5.141651968574732,,,,,5.202337852194163,5.027963064130263,4.613509386642493,,5.616881962716065,5.248843393557591,,,,5.114749945722668,6.003916579968252,5.826459437760268,,,,5.911351869399628,5.888940656921064,5.292650848258132,4.94131253454109,,5.24811966034509,4.998083264169833,,,5.294519092019731,5.815417118408486,6.207496124057244,5.371766433997014,5.306887210229803,6.095806270477859,,,,,,,,,5.641124666604467,4.574865413816935,,,,5.987407714372288,,5.554954701100336,4.8342491369687295,,5.6455979575188415,,,,,,4.844354053576372,,,5.336140545349833,5.096781742300255,,6.489762038086834,
PXD030304-Sample-146,,,,,,,,,,6.3373981904487495,,,,,5.660585567193212,6.466726558829803,,,,,,,6.515661711542456,,4.952347904314523,6.121316239080061,,,,4.686267307764388,5.549312912225917,,,,,,,,5.849366947457947,,,,5.72751882881023,5.045974521023599,5.406107139789202,,,,5.750781305775374,5.2623313876773175,,5.524683296084215,,,,,4.710748254246512,,,5.133930116363027,,,,5.410660121706091,5.872234909518831,,5.258562331297077,5.601290679736466,5.569400467041159,,,,,,,,5.727572208054267,4.771033619095431,,4.911809972732327,,,,5.192743068109805,4.924073410237567,,6.295535602923836,5.250802627041237,,,5.741019594678627,,,,,5.431805633654439,5.278332821365453,,6.278236947832202,
PXD030304-Sample-1460,,,,,,,,,,6.359772029792575,,,,,5.849956292495866,6.36613286177816,5.792758538207476,5.96978812196961,,,,,6.372112800233866,,,5.906887603180441,,,,5.013162009910539,5.651887063940965,,,,,,,,6.053446831538556,,4.741996698381682,,5.541147235651901,5.072601020821685,,,,,5.7535280945258025,5.75724653372883,,,5.021503716685297,,5.422300260941397,,4.79800834833148,,,5.108103630831652,,,5.307955509959292,,6.128493130756413,,5.653377080191681,5.616963721758535,,,,,,4.877875886530849,,,5.7471624929549865,4.972572816440979,,4.831698630084175,,5.819463420498574,,,,,6.165685729165832,,,4.913025832408974,5.745532396862123,,,,,5.442360557100448,,,6.130483391434687,
PXD030304-Sample-1461,,,,,,,,,,6.059483163747533,,,,5.146089872210625,5.385595944175768,6.47183111876268,,,,,,,6.320545098732145,,5.692710919415644,5.020356682526324,,,,4.714772607988499,5.4669669879797045,,,5.588093512840671,,,,,5.759349446140193,4.855497098695085,,,6.175974903425622,,,,,,,5.372386656478577,,,,5.486026959218119,,,5.045086105320693,,,5.179059100145997,,,,5.459863683301302,5.761964652131321,,5.472268977144397,5.924274460145837,5.605598749406568,,,5.467621190430828,,,,,,,,4.868119631524992,,5.819107100703691,,5.226190674575092,4.959371219967624,,6.16654675121252,,,,,,,,,5.496128599218404,4.995893522555324,5.976855023221089,,5.634404065007233
PXD030304-Sample-1462,,,,,,,,,,,,,5.164084856581206,,6.176117141654249,5.769059954633386,,,,,,5.202025923239825,5.797635005845908,,5.111415727211057,5.5044995861412245,,,,4.859598136725792,5.499932106040791,4.899161700807428,,,5.271832168798594,5.00616504658299,,,5.423550890570382,5.302694401719452,,,5.697975154154843,5.394745046161454,,,,5.0159626350281314,5.929168699170673,5.824174895324575,4.5885193264605455,,,,5.943856871058512,5.269427357359039,4.554010680294093,,,4.973886987882865,4.9065861172063565,,5.1585703634557545,,5.987073479311926,,5.240212976802965,,,,,,,,,,,4.561466800802883,,,,5.961148178530011,,,4.792706501344958,,6.255745389195671,,,6.3300323555844376,,5.068000042481669,5.064362043766537,6.323739040848818,,5.5843839412640905,,,6.516021248176042,
PXD030304-Sample-1463,,,,,,,,5.710899087671044,,5.953781555581587,4.935851032773586,,,,5.405960042884566,6.512476127042534,,,,,,,6.261708017216252,5.872569959355096,5.189554889251592,,,,,4.620504354796971,5.728182092627373,,5.0593643767098735,5.177950778121221,,,,,6.10751845745159,,,,6.076635404939043,5.576990246461616,6.523991866523504,5.688640306052573,,,6.01747221081186,5.257955034919347,,,,5.088555813114896,,,4.725516547413036,,,5.056484926013233,,,,5.476061378947952,6.00768990789293,,5.908662013285591,,,,,,,,,,,4.622675348846932,,,4.939588648920015,,,,5.163160548310313,,6.323865949780563,,,4.832533632049842,,,4.829161852563749,6.083432391922813,,5.376123114804738,,,6.013277547010613,
PXD030304-Sample-1464,,,,,,,,,,,,,,,6.090245931016023,6.134272131761151,,,,,,,5.958435495975038,,,5.058845726881419,,,,4.863795406947926,5.443326574630083,,,,,4.919745196050692,,,5.963474261599681,5.211668432485757,,5.606397181808998,5.925090877481269,5.415773995148913,,,,5.525222550801408,,5.869388120658284,4.797620993936995,,,,5.807369972117776,,4.8856612068661,,,,,,,5.474584224541679,6.068659185891904,,5.681394378574392,5.676374946550163,,,,,,,,,,4.918089379621641,,,,,,,,,6.359905289091843,,,6.316385909492032,,,,,,5.52082274088102,,,6.355641274950659,
PXD030304-Sample-1465,,,,,,,,,,5.958155228935045,4.935036695771275,,6.025194421482567,5.032686239741209,5.764511720947148,6.188702473541905,,6.09785783427089,5.722292184732013,,,,6.365877289892131,5.566299274267263,5.373195066980282,4.927426885053026,,,5.180505247081703,,5.301228850546292,,,,5.283446704592536,,,,5.581804973210301,4.770336109144751,,,5.876320311064315,4.978217522896927,,5.44407912905403,,,5.688191639772289,5.531047664715779,,5.768307686700891,5.312820649358906,,6.290838697640563,5.348118057288224,4.981451564365679,,5.281236796379236,5.063255231286318,,,5.210353214891554,,6.108783558476279,,5.441983163258188,5.834804146050851,5.501648664639522,,,,,,,,,4.914830012706252,,,,6.025807275783242,,,,,5.842774452944631,6.074294433417842,,4.8578223709400605,5.66122776767473,5.140020881026735,5.1405895319789625,,,,5.278350834981604,5.9181040483243486,5.725717680045434,5.734065964387035
PXD030304-Sample-1466,,,,,,,,,,5.958888775918704,,,,,6.138561443805294,5.714169256177155,,5.597348721888031,,,,,6.063274368816623,,,5.809011863366678,,5.103378374651722,,,5.015481108080981,,,,5.308128652785785,4.819191154067456,,,5.626726169091194,4.755775471581855,4.641933143124555,5.494960345511497,5.655476919234743,4.998558328268195,,5.7185935611888326,,5.094769637272851,5.99182195880899,5.798113746745253,,,,,6.249072921196095,,,,,,4.979321445281314,,,,6.148774704616548,5.3468385837840495,5.261717391486851,6.246361519685637,,5.578174621227236,,5.939720132936807,,,,,5.980339381180111,4.595352650945326,,,4.963112269786438,,5.313880122924745,,4.868422642060244,,5.887964216272075,,,,5.6683544788551234,,,6.087941838056077,,,,,6.533766864208083,5.127266474092048
PXD030304-Sample-1467,,,,,,,,,,,,,5.682376162475665,4.980451788709121,5.66533840084758,6.117901225654398,,6.3759089325574365,6.009796781044143,5.414965037943461,,5.241946509782395,6.337544315169945,,5.454468651921752,5.82057893860118,,,,4.554544545786657,5.176308126223562,,5.040865878518969,,5.228114378680095,,,,6.023178557309428,,,,5.4220258313477405,5.529472554121575,6.002465916603462,,,5.021964456336476,5.930111521532143,5.35180710960127,,,4.898651429762246,,,,4.961998596558599,,,4.996412398386615,4.950607443809576,,5.167631301240431,5.589754514260588,5.906663056002173,,5.563873858611978,,,5.514005182259606,,,,4.714554472966655,,,5.606282382879985,4.552376897444695,,,,5.9869733804584575,,5.392819018914047,4.817176894255048,,5.3182576598899205,,5.357392873151481,,,,,,,5.325289817037128,4.876627236066918,,5.682355865194164,5.410167820836542
PXD030304-Sample-1468,,,,,,5.591601505960503,5.688248257674339,,5.83049902139099,,,,6.039648514090576,,5.980939232579302,6.229825069140997,,6.253300891486997,,,,5.091459752857085,6.283836144265166,5.440083566269496,5.463806619060319,5.326740563911557,,,,4.50093503604429,5.164347009591951,,,5.528183200479464,,4.631935052654649,,,5.910286155521131,4.923024132404413,,,5.888936610549453,4.849120322109768,,,,4.931815502713269,6.105412610743075,5.819618109125567,,,5.116983660762763,,5.64432688275037,,4.819429715084154,,,5.194555979726368,5.143219209156303,,5.064439400315306,5.237865642548492,5.932549534084538,,5.338242765569107,5.393556662709014,5.675547038516371,,,5.799214414651591,,,,,,4.766545107272325,,,4.828185212055156,5.886799797763867,,,,,6.250102776857467,5.008470509449928,5.283607301834757,5.001777341033175,5.519508218246273,,4.73826095906767,,,5.235465367527844,,6.04569334141359,6.195619247375388,
PXD030304-Sample-1469,,,,5.901889371534555,,,,,,5.903725649492215,4.911096700460868,,5.483761438978888,,5.527767036729042,6.172320065982122,,5.768722171633643,,5.101398976278919,,,6.377856306082284,,5.437292190131938,4.979837357822357,,,,4.87575294966894,5.559073351994695,,,5.427197389384889,,,,,5.831258739280741,,,,5.968017369524135,4.9143603055606535,6.237546430052827,,,,,5.3355881909219445,,,,,5.562554349742858,,4.635365418620276,,,5.010781523960651,5.222542837295857,,,5.415083686587311,5.985157245321569,,5.1770660158739314,,5.439742144292904,,,,5.56204284656672,,,,,4.532740495708462,,4.697439644004372,4.871818645622852,5.976795013493693,,,4.80451183856393,,6.362889365002408,,,4.772028513109416,,,,,,5.314481784678527,4.846174203544588,6.115163522744561,5.65032723867825,5.359876919677488
PXD030304-Sample-147,,,,,,,,,,6.212398223898575,,,5.191431436606604,,5.802853483488277,6.1031025250119,,4.932924672268397,,,,5.170588770911975,6.312512114028525,,,,,,,,5.65251679889265,,5.05994482107653,,,,,,5.996392174657128,5.18749331922905,,,5.902361135068095,,,,,,5.935139327715359,5.394979243310442,4.616991551983578,,,,5.558369868661624,5.282093872853962,4.9213697946786,,,5.305306756947281,4.971410219405711,,,5.30744639787889,6.094389457793923,,5.552711332903366,5.782048079718774,5.452989275239661,5.5132213183602685,,,,,5.695228182261321,,5.610438179380206,4.570907652183483,,,,,,,,,6.231863161660812,,,,5.622639308286894,,5.088826875783196,,,5.341790718334968,5.525416249065884,,5.982664340141152,
PXD030304-Sample-1470,,,,,,,,,,5.9202107065935845,4.929358345428106,,5.686719497792068,,5.899082521413654,6.295704531903725,,6.182294046660276,,,,,6.186306331004404,,5.45873710358786,,,,,4.893138276259223,5.264766908228591,,,,5.552419174906219,,,,5.983345686880387,,,,5.987323525820527,4.937937705659548,5.896382346727169,,,,5.704730391037985,5.631189611133864,,,4.916036091773094,,6.126787881267611,,4.904761883217381,,,5.287242787311326,5.24672906467239,,5.17616540996041,5.507274942130336,6.198029770720812,,5.306497519652294,5.490876993213661,5.461830218291009,,,5.290327821451818,,4.7295556346530505,,,5.61909269663389,4.631810967313711,4.830840063573485,,4.91264057843058,5.70291690988804,,,,,6.476932692708685,5.119377273794458,,4.798883378427371,5.640408088753651,,4.812780669880067,,,5.335302497090773,,5.848755674150986,5.691615038065551,5.419849679349861
PXD030304-Sample-1471,,,,,,,,,,6.21857261412284,4.899730532474282,,5.188727554751701,4.981681769977223,5.622067811164628,6.08794635020633,,5.943222006560862,,,,5.233872110360614,6.1351184833376005,,5.328679365375322,5.875654385279459,,5.042695439757442,,4.577420043762551,5.180257832581004,,,5.635246919527,,,,,5.921861314496792,4.706359787823033,,,5.726306202253976,,6.138350913703759,,,,6.025407646112946,5.342565583905036,,5.700660125884391,,5.545476251302685,,,4.9271676807072575,,,5.121424136338383,,,5.168671652384406,5.337154906980901,5.676089815509549,5.593189101434509,5.493434369527347,5.472841001928605,5.153321732464573,,,,,,,,5.609705660657895,4.556532473163461,,,,5.981638006067419,,,5.11936903114065,,5.352284198576671,,,4.789311401754408,,5.122205885482448,4.779698955589494,,,5.330367810062339,5.290526099764328,,5.676326533422029,5.504153661075839
PXD030304-Sample-1472,,,,,,5.688753804623499,,,,,,,6.00303930956771,4.990894520643915,6.043586220128611,6.18234072357513,,5.801543481518976,,,,5.186670504860008,6.231907540221059,5.5463105288514685,5.1759584157283625,5.175139869517651,,,,4.596027280892273,5.201506051178259,,,,5.262140139837498,4.7510887083148905,,,5.791942904188015,4.740950077593852,,,5.624599136592641,5.239828037108729,,5.41373460054786,,,6.174602829232666,5.8802840429919,,,4.912956436955866,,5.990742647030228,,4.9315589122855705,,,,4.949268130955364,,5.198246282095216,5.297839382320203,5.969070027187958,,5.36094618280624,5.975119289879576,5.468611105981171,,,5.599569117320186,,,,,,4.86780897831943,,,4.907422063270101,5.710105034609367,,,4.825956808464958,,6.132566398804851,,5.366663940460529,5.121570780344609,5.647455534944908,,4.79931613929943,,,5.644006637872318,4.875115620338618,5.870315215134459,6.291973050489707,5.4837073729539165
PXD030304-Sample-1473,,,,,,,,,,5.994400496556129,4.985840068820829,,,,5.7030785359852585,5.684101090682671,,5.877900327573728,,,,5.252650521867104,6.015691254066635,,4.932514105523595,,,,,4.695674790728072,4.866108876088279,,,,,,,,5.954329182934975,,,,6.066473607798578,5.043339649302539,5.862594232081631,5.453252364325809,,,6.258988445324199,5.436196934701642,,5.514860839404988,5.320755203510882,,5.378012826472114,,5.002449692448312,,,5.115138369253305,5.029045599249808,,5.303987698422299,5.490372837972631,5.849358557957699,,5.581641739233387,,5.723391164182415,,,,,,,,,,,,,6.060010196371091,,,,,6.197521989095763,,,5.35360202205476,,,4.9073017134663885,,,5.412882881625965,4.921234015613888,,,
PXD030304-Sample-1474,,,,,,,,,5.966609792614369,5.898622252999373,4.882897669034909,,5.179418957612666,,5.837831196700315,5.772075349343701,,6.417497355676277,6.081336139110368,5.410753909918983,,,5.957124982613533,,5.138458376698045,5.978163912789073,5.269818002853845,,,,4.845073006161978,4.907396305125058,,,5.234714494381945,,,,5.38661031136053,4.692705498658829,4.581029729217037,,5.7166676004117685,5.216181850563562,6.2810148862587925,,,5.338218463681374,6.157945995858125,5.636975620074058,,,4.897299387796815,5.022051769761544,6.16168950952714,5.269323130137108,4.907386352071432,,,5.3043150554713785,4.919058088635398,,5.184353624147068,5.29395584959923,5.331099794587766,,5.444111758601762,6.0726601120763295,,,,5.571591408732256,,,,,,4.539220825398863,,4.99553670731852,,5.96333203106439,,5.058174597023959,4.810394679274722,,5.6033366037208765,5.086434928488601,,,,5.388361642250707,,,,5.607132018382682,5.380758335606522,5.81158934727656,6.376101830573158,5.0597317553030265
PXD030304-Sample-1475,,,,,,,5.755939342120188,,,,4.884937719996167,,5.970207285273453,,5.90302500185648,6.268054000475891,,6.162316308050399,,,,5.203300986507825,6.231993139582602,5.514935359764865,5.530741304052077,5.536949543802178,,5.008388770374633,,4.8591317703051065,5.463371762563025,,,,,4.745579088568492,,,6.008096020936503,4.99272810940924,,,6.024644619018446,,6.2230937529631865,,,,5.641276267889468,5.7083589514477655,,,,,6.0488209487165125,5.278001545570257,4.609949020863197,,,,4.91709191009795,,5.159391004515867,5.391104740160664,6.287743580931702,,5.428336575945699,5.457610362949042,5.623982302731429,5.497291030322285,,5.9699559792991375,5.548317635608599,,,4.824341846785975,5.594182375232784,4.55409449890463,,,,5.692872738052489,,,,,6.217625593011863,5.082648392052063,,4.774497290898403,,,5.0767080242929135,,,5.313690778089205,5.174827733387412,,6.133144807637107,5.050005984190977
PXD030304-Sample-1476,,,,,,,,,,,,,,,5.674950208637923,6.309682147503873,,5.849289677816241,,,,5.240567718317876,6.279365505011405,,5.395562211596984,5.360528073022696,,,,,5.321247464146694,,,,5.299434362695237,,,4.756140924929164,5.742312218896142,4.775242357826102,,,6.03378684233193,,6.051876922206352,5.477459666466892,,5.411700249299915,6.018726927556015,5.42004907106163,,,5.310227625390417,,5.325006206887483,,4.953263928558336,,,5.070495781101077,,,5.258378208364139,5.457110917319248,6.144428049449744,5.350149894268459,5.36237850047929,5.583871184195209,5.217050261231479,,,5.833972496625622,,,,,5.675688110257128,4.615671043162,,5.077724833657715,4.9600887245235175,5.750177476724454,,,,,6.238640776208941,,,4.856140553402544,5.675029836408017,,,,,5.388990166791914,4.9099390220705255,,6.038309913109506,
PXD030304-Sample-1477,,,,5.8535845259339085,,,,,,,4.857746354717554,,5.4387364517271495,,5.489098225776536,6.373650202517993,,5.882740455030487,,,,5.14172016664611,6.337895078464286,5.779402624320602,5.400677859241943,5.278845850324754,,,,5.006258427007744,5.328402602335788,,,,,,,,6.04991089055423,,,,5.850536129273439,5.167138890172875,5.831865297674674,,,,5.953160057118276,5.751859824704172,,,4.833923860262919,5.286403429712926,5.692278475453892,,4.877793942818213,,,,5.180067937306063,,5.123929826285404,5.3940430500120415,6.239881160918493,5.275728849507203,5.236897970691588,5.900020597441016,5.703553118664327,,,,5.202363170736152,,,5.254846580858531,5.552500473294279,4.789125272196347,,,4.831342600611532,5.930780644599368,,,5.249694600870761,,6.390461745412667,,,5.058462027530739,,,,,,5.284916974428598,,,5.621449038433201,
PXD030304-Sample-1478,,,,,,,,,5.910441967526268,5.913671997277965,,,,,6.212438891085664,6.091796185030406,,5.5386308359261776,,,,,5.909554756085246,,,6.018102843703822,,,,4.872058136166035,5.591594263598405,,,,5.545338503784894,,,,5.641422166121726,4.725317955511076,,5.425574523132314,5.7219807703548575,5.533642078195278,,,,5.064808186706796,6.009763702534036,5.701497071307504,5.396878646351262,5.421722985100003,,,6.177387175226688,,4.9162504899609285,,,,4.929360085041118,,5.243840889559554,5.3277139189774525,6.06172087355018,,5.4864970611672375,5.468761778605706,,,,5.882395889254055,,4.757677987779317,,,5.625865530146512,4.567655737092139,,,,5.663795886639956,,,,,6.102820608755348,5.105022387756075,,6.303132806506918,,,4.818384030075732,,,5.315634879837237,,,5.982320935220044,
PXD030304-Sample-1479,,,,,,,,,,,,,6.02751825469603,,6.156842530186855,5.960661972823356,,,,,,5.183048909404555,6.011358180939588,,4.804581156857795,,,,,4.543685381848741,5.354198634600591,,,,5.225045218406684,5.004062663394138,5.946501996443287,,6.054635911709134,5.1645637990673965,,,5.8767504856264985,5.197549764462587,6.260271626002927,,,5.00750773534116,5.627289695603534,5.8834054601283885,,,,,6.286542601620598,,4.585320812307407,,5.212117916094605,5.276862857849119,4.9056015218271485,,5.135778700361815,5.272845989324228,6.044330911685815,,5.3002820300598,5.923475844872805,5.424856012577481,,,,,4.693398472996546,,,5.595154335865721,4.558593536972243,,,4.863974142164881,5.639990684356975,,,5.085256663870706,,6.0743977925845,,,,,,5.078220681188471,,,5.590023436455621,,,5.641262910045134,
PXD030304-Sample-148,,,,,,,,,,6.301921867287259,,,,,6.150716398315155,6.2227535032248085,,6.132237301530852,,,,,6.210685129002144,,,6.071843729223385,,,,,5.257784085637874,,,,5.622607840362179,,,,5.52676540677758,,,,5.801783160662333,,,,,5.112240306904845,6.038835321358096,5.6996312681549055,,,4.988239719581423,,5.958875728449715,,4.959934077225995,5.300753396100072,,5.380010771797759,,,5.285113536704063,5.36864739734368,6.243268123873527,,5.331313328837801,5.860233558061123,,,,,,,5.776199051296453,,5.69645147661796,4.666107893452547,,,4.972069974055629,,,,4.888533708345922,,6.098099309805582,5.492387189625211,,4.873552355112837,,,,,,5.396645086825677,5.490155342501025,,6.377178256928062,
PXD030304-Sample-1480,,,,,,,,,6.269152591582922,6.223326154208563,4.897164732156779,,5.232228531196972,,6.144025610301311,5.653540969809903,,,,,4.635895552291363,,5.836237043098188,,,5.473433072985558,,5.027109583495971,,4.88299953329734,,,5.02073854046052,,5.257699990269168,,,,5.202023089726676,5.31949007734164,,,5.728452882172972,5.417142113653915,,5.394670397780377,,5.330988708050201,5.949030448831691,5.731354946564394,5.636778289491457,5.42491378223212,,,6.435001223562782,,4.899016726494748,,5.250796632291764,5.300861546564258,4.937510796469707,,5.216724645081312,5.32768542835434,5.940079106731245,5.293428294199603,5.136769077161604,5.484040663994813,,,,5.287480859280719,,4.729122983142424,,,5.631073286992072,4.628150618418196,4.77136757063057,,4.911949048361953,5.6740411672295865,,5.071370624150042,,,5.798986982588654,5.106659133416229,5.345022190396375,6.525887089722788,,,5.1017857347647775,,,5.627360713282289,5.277048775962112,,6.39486901952603,
PXD030304-Sample-1481,,,5.883778240846128,5.888801347590362,,,,,5.890956739512365,6.1880882718284616,4.863167401960659,,,,6.076421608823326,5.969703196783512,,,5.647578986945447,,,5.180859815752467,5.79624939203914,,,,,,,4.844394296800518,4.923406037218712,4.894333454130132,,,5.5516636306938265,4.705994821240217,,,5.64337741607294,4.680817794720457,,,5.58152394943281,5.388801244950373,,,,5.313099727700933,5.960484216107355,5.787455422687503,5.5540370762891325,,,,6.211602180420224,5.254269838533327,4.5748402940835575,,5.212769800264499,5.2773741712352855,,,5.153025768447473,5.308463605564004,5.995691380601595,5.254787279094764,5.400966406228585,5.463431709634316,5.122971173732132,,5.184613905502735,,,,5.654632701933447,,,4.563871627744809,,,,5.947941260006611,,,,,5.765299273271175,,,6.464476668989828,,,5.0720455741649255,,,5.300401986972744,4.810158623836805,,5.943953536935188,
PXD030304-Sample-1482,,,,5.8829215248662425,,,,,,,4.865404712798608,,,,6.231131920995107,5.646019876497517,,4.91051422207522,,,,5.197420317573894,5.5886321612988095,,,5.532096184096783,,,,4.844456376645161,5.226678841821348,,4.981661813281691,,5.252087866388659,4.713824809953496,5.652048356966392,,5.50290536724458,5.390448118609058,,,5.793436241272002,4.893858006671003,,,,5.006857599292397,5.917353350088204,5.8704310144667575,4.58354295862538,,,,6.095868359566344,5.7385968338146975,4.574017510225895,,5.51717072816508,5.254358331062214,5.206755972974563,,5.445875561300321,5.303242340065811,6.198161831250654,,5.33623041943968,,,,,,5.534101950981551,,,,,,4.758153340292111,,,5.96088842609704,,5.042345313817358,4.781637568387465,,5.898176404799438,,,6.339291925431676,,,5.080786480887478,,,5.292778204752733,,,6.437492569157328,
PXD030304-Sample-1483,,,,,,,,,6.277376715628211,,,,,,6.042642694452525,5.5619761522984135,,6.0094221699504144,,5.100286529938219,,6.024941510010821,6.118287744034395,,,5.70491399591223,,,,4.847277568014525,4.763417744692363,,5.015236592462134,5.139886659180613,,,,,5.7847499514406975,5.00371634296177,,5.384687434372857,5.411371447472392,5.5176288974899,,,,5.0375557617755184,5.984602395196889,5.781020453578552,,5.390584657125896,,,6.280127294889726,5.751702330053162,4.947578721264222,,5.221911401841422,5.006340358065972,5.234002098600221,5.376981871714084,5.222954628949681,5.967472494348669,5.925506995137867,5.286663508385366,5.550455117594461,6.32095918970661,5.624090731310089,,,5.976248797998803,5.248983116167143,6.076595809890319,,,5.607889833829422,,5.052336030449616,,,5.678154318741141,,5.363177133763955,4.815539731294386,,5.788430822603156,,,5.077266074491414,,,4.82147622717132,,,5.310636339762339,5.234612449594748,,6.544051470559563,
